first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days
2024-09-16,2024-09-25,7,7350000,2025-02-13,9,150
2024-12-31,2025-01-09,10,62220000,2026-01-09,9,374
2025-06-27,2025-07-11,10,17271000,2026-03-26,14,272
2025-10-10,2025-10-11,11,74357000,2026-10-11,1,366
2025-06-07,2025-06-10,4,35715000,2026-06-10,3,368
2024-01-16,2024-01-21,5,120239000,2025-01-20,5,370
2024-05-08,2024-05-15,5,197582000,2025-05-15,7,372
2025-07-28,2025-08-02,2,44245000,2026-08-02,5,370
2024-04-18,2024-04-23,6,32405000,2025-04-23,5,370
2025-06-16,2025-06-17,6,27407000,2026-01-24,1,222
2025-10-31,2025-11-07,7,70247000,2026-11-07,7,372
2024-09-25,2024-10-13,8,30842000,2025-09-15,18,355
2024-06-10,2024-06-12,5,48033000,2025-06-12,2,367
2024-09-16,2024-09-24,6,23286000,2025-09-24,8,373
2024-04-11,2024-04-18,5,51090000,2025-04-18,7,372
2025-05-20,2025-05-27,3,185596000,2026-05-27,7,372
2025-07-24,2025-08-04,3,27174000,2026-07-04,11,345
2024-09-03,2024-09-12,2,49599000,2025-09-12,9,374
2025-10-01,2025-10-07,3,72611000,2026-10-07,6,371
2025-06-20,2025-06-23,4,142696000,2026-06-23,3,368
2024-05-10,2024-05-12,12,123337000,2025-05-12,2,367
2024-12-18,2024-12-21,7,87683000,2025-12-21,3,368
2024-07-14,2024-07-21,8,67950000,2025-07-21,7,372
2025-10-27,2025-11-01,3,486753000,2026-11-01,5,370
2025-01-16,2025-01-17,6,86370000,2026-01-17,1,366
2025-10-06,2025-10-14,6,61761000,2026-10-14,8,373
2024-08-14,2024-08-16,6,128534000,2025-08-16,2,367
2025-12-01,2025-12-03,3,77889000,2026-12-03,2,367
2025-04-20,2025-04-24,5,375061000,2026-04-24,4,369
2025-04-21,2025-04-22,6,31314000,2025-12-01,1,224
2024-09-21,2024-09-26,4,47177000,2025-09-26,5,370
2025-01-06,2025-01-09,6,16848000,2025-10-03,3,270
2025-04-30,2025-05-04,5,44873000,2026-05-04,4,369
2025-03-09,2025-03-11,8,19125000,2026-03-11,2,367
2025-10-07,2025-10-08,7,54026000,2026-10-08,1,366
2024-07-29,2024-08-05,4,28139000,2025-03-26,7,240
2025-07-25,2025-07-29,5,92157000,2026-07-29,4,369
2025-01-11,2025-01-12,3,33055000,2026-01-12,1,366
2025-01-29,2025-01-31,5,86606000,2026-01-31,2,367
2025-03-25,2025-04-03,10,41416000,2026-03-08,9,348
2024-12-29,2024-12-31,4,127130000,2025-12-31,2,367
2025-04-01,2025-04-06,6,45521000,2026-04-06,5,370
2025-12-25,2025-12-26,5,34629000,2026-12-26,1,366
2025-12-28,2026-01-02,4,11432000,2026-07-13,5,197
2024-08-13,2024-08-26,1,16658000,2025-08-19,13,371
2024-05-10,2024-05-18,8,89120000,2025-05-18,8,373
2025-08-10,2025-08-14,5,17549000,2026-02-10,4,184
2025-04-20,2025-05-04,3,105292000,2026-05-04,14,379
2024-10-03,2024-10-05,4,34617000,2025-10-05,2,367
2024-06-04,2024-06-09,3,48462000,2025-06-09,5,370
2024-08-05,2024-08-11,6,76899000,2025-08-11,6,371
2024-07-08,2024-07-17,7,115895000,2025-07-17,9,374
2025-02-20,2025-02-23,6,15256000,2025-10-26,3,248
2025-11-05,2025-11-11,4,16246000,2026-03-02,6,117
2025-11-22,2025-11-23,1,39749000,2026-11-23,1,366
2025-06-29,2025-06-30,5,127626000,2026-06-30,1,366
2024-02-10,2024-02-15,4,49781000,2025-02-14,5,370
2024-11-02,2024-11-07,4,123940000,2025-11-07,5,370
2024-12-03,2024-12-13,9,13070000,2025-07-13,10,222
2024-11-09,2024-11-14,4,31242000,2025-11-04,5,360
2024-03-15,2024-03-17,2,52027000,2025-03-17,2,367
2024-10-05,2024-10-15,2,20775000,2025-01-15,10,102
2024-06-24,2024-07-05,5,19514000,2025-04-01,11,281
2025-10-23,2025-10-29,4,25783000,2026-10-29,6,371
2024-09-29,2024-10-02,5,36062000,2025-10-02,3,368
2025-09-11,2025-09-13,4,19722000,2026-05-20,2,251
2025-10-12,2025-10-16,6,129854000,2026-10-16,4,369
2024-10-15,2024-11-04,6,57612000,2025-11-04,20,385
2025-12-24,2025-12-25,7,63031000,2026-12-25,1,366
2024-09-28,2024-10-19,11,61494000,2025-10-19,21,386
2024-03-06,2024-03-10,3,173228000,2025-03-10,4,369
2025-04-27,2025-04-29,7,246725000,2026-04-29,2,367
2024-09-04,2024-09-05,6,39261000,2025-09-05,1,366
2024-06-04,2024-06-12,2,75006000,2025-06-12,8,373
2024-02-16,2024-02-21,2,38627000,2025-02-20,5,370
2025-03-29,2025-04-06,8,99520000,2026-04-06,8,373
2024-07-19,2024-07-20,3,152073000,2025-07-20,1,366
2025-10-21,2025-10-30,6,48788000,2026-10-30,9,374
2024-05-03,2024-05-06,5,104517000,2025-05-06,3,368
2024-01-01,2024-01-02,7,37760000,2024-09-29,1,272
2025-10-01,2025-10-04,3,124029000,2026-10-04,3,368
2024-07-09,2024-07-10,5,24046000,2025-06-27,1,353
2025-08-01,2025-08-03,0,20764000,2026-04-11,2,253
2025-05-30,2025-06-02,4,79331000,2026-06-02,3,368
2025-03-17,2025-03-18,3,122263000,2026-03-18,1,366
2024-05-22,2024-05-26,6,82519000,2025-05-26,4,369
2024-07-09,2024-07-13,8,114348000,2025-07-13,4,369
2025-06-16,2025-06-26,3,24814000,2026-02-12,10,241
2024-08-14,2024-08-18,2,46407000,2025-08-18,4,369
2024-11-08,2024-11-27,3,13882000,2025-08-12,19,277
2025-09-20,2025-09-27,4,18865000,2026-09-27,7,372
2024-10-28,2024-10-30,3,157013000,2025-10-30,2,367
2025-10-15,2025-10-16,3,36496000,2026-09-19,1,339
2025-04-04,2025-04-05,4,216630000,2026-04-05,1,366
2025-02-04,2025-02-14,5,56026000,2026-02-14,10,375
2025-07-04,2025-07-05,5,41087000,2026-07-05,1,366
2025-01-27,2025-02-01,8,40159000,2026-02-01,5,370
2024-07-25,2024-08-02,6,109313000,2025-08-02,8,373
2024-07-28,2024-08-01,4,44576000,2025-08-01,4,369
2024-04-24,2024-05-02,5,50692000,2025-05-02,8,373
2025-10-07,2025-10-10,8,62907000,2026-10-10,3,368
2024-09-07,2024-09-12,4,16735000,2024-09-17,5,10
2024-08-06,2024-08-10,2,53013000,2025-08-10,4,369
2025-02-10,2025-02-15,6,47107000,2026-02-15,5,370
2025-03-18,2025-03-19,3,70631000,2026-03-19,1,366
2025-08-25,2025-09-08,5,108461000,2026-09-08,14,379
2024-12-19,2024-12-26,4,40581000,2025-12-26,7,372
2025-07-11,2025-07-19,4,73510000,2026-07-19,8,373
2025-07-03,2025-07-05,7,16574000,2026-07-05,2,367
2024-05-21,2024-05-28,2,241821000,2025-05-28,7,372
2025-09-03,2025-09-08,8,168182000,2026-09-08,5,370
2025-05-15,2025-05-16,6,37546000,2026-05-16,1,366
2025-12-02,2025-12-03,8,53420000,2026-12-03,1,366
2025-06-30,2025-07-01,4,8598000,2025-08-26,1,57
2025-10-20,2025-10-21,7,83827000,2026-10-21,1,366
2025-06-25,2025-06-26,5,27253000,2026-05-14,1,323
2025-05-21,2025-05-27,5,13337000,2025-10-17,6,149
2025-08-18,2025-08-26,9,64600000,2026-08-26,8,373
2024-10-07,2024-10-14,4,23704000,2025-06-29,7,265
2025-02-27,2025-03-15,1,21510000,2026-01-02,16,309
2024-09-26,2024-10-01,5,91390000,2025-10-01,5,370
2024-06-02,2024-06-06,5,180856000,2025-06-06,4,369
2025-09-05,2025-09-09,5,61293000,2026-09-09,4,369
2025-12-27,2026-01-05,7,134125000,2027-01-05,9,374
2025-10-23,2025-10-25,8,37362000,2026-10-25,2,367
2024-03-23,2024-03-26,7,78754000,2025-03-26,3,368
2025-09-13,2025-09-26,9,59545000,2026-09-26,13,378
2025-03-01,2025-03-06,4,70590000,2026-03-06,5,370
2024-10-01,2024-10-08,6,23047000,2025-09-01,7,335
2025-12-13,2025-12-17,7,7018000,2026-07-15,4,214
2024-10-10,2024-10-12,4,150125000,2025-10-12,2,367
2024-06-21,2024-06-28,7,40048000,2025-06-28,7,372
2024-11-22,2024-11-25,5,11027000,2025-04-29,3,158
2025-12-18,2025-12-22,5,48485000,2026-12-22,4,369
2024-03-03,2024-03-07,3,66157000,2025-03-07,4,369
2024-03-13,2024-03-24,5,51025000,2025-03-24,11,376
2025-09-27,2025-09-29,4,60542000,2026-09-29,2,367
2025-01-09,2025-01-19,1,53040000,2026-01-19,10,375
2025-09-24,2025-09-26,8,37883000,2026-09-26,2,367
2025-05-22,2025-05-24,8,56445000,2026-05-24,2,367
2025-02-01,2025-02-02,3,43339000,2026-01-27,1,360
2024-04-29,2024-05-06,4,57485000,2025-05-06,7,372
2025-03-12,2025-03-16,6,67348000,2026-03-16,4,369
2025-11-06,2025-11-10,5,78055000,2026-11-10,4,369
2025-04-09,2025-04-15,5,32979000,2026-04-15,6,371
2024-10-12,2024-10-17,6,84511000,2025-10-17,5,370
2024-09-21,2024-09-27,3,69757000,2025-09-27,6,371
2024-11-15,2024-11-21,9,130969000,2025-11-21,6,371
2025-11-03,2025-11-06,5,57213000,2026-11-06,3,368
2025-01-10,2025-01-13,5,110075000,2026-01-13,3,368
2024-03-29,2024-04-04,3,8295000,2024-07-30,6,123
2025-10-15,2025-10-18,2,21030000,2026-08-13,3,302
2024-07-21,2024-07-26,2,119378000,2025-07-26,5,370
2024-11-29,2024-12-02,7,64062000,2025-12-02,3,368
2024-08-09,2024-08-15,5,21156000,2025-04-20,6,254
2024-02-10,2024-02-12,9,56930000,2025-02-11,2,367
2025-12-08,2025-12-19,3,115434000,2026-12-19,11,376
2024-03-08,2024-03-12,7,18275000,2024-12-07,4,274
2025-05-28,2025-05-29,7,61410000,2026-05-29,1,366
2025-09-28,2025-09-30,6,282307000,2026-09-30,2,367
2025-09-13,2025-09-22,5,25796000,2026-09-22,9,374
2025-08-20,2025-09-02,9,23712000,2026-09-02,13,378
2025-09-23,2025-09-27,5,6857000,2026-01-25,4,124
2024-05-06,2024-05-15,5,36547000,2025-05-15,9,374
2024-09-11,2024-09-12,3,102833000,2025-09-12,1,366
2025-11-25,2025-11-28,5,32405000,2026-08-17,3,265
2024-01-16,2024-01-17,4,392891000,2025-01-16,1,366
2025-04-21,2025-04-22,5,748310000,2026-04-22,1,366
2024-03-02,2024-03-08,2,207715000,2025-03-08,6,371
2025-03-07,2025-03-11,6,27605000,2025-07-22,4,137
2025-10-31,2025-11-01,4,62906000,2026-11-01,1,366
2024-09-24,2024-09-25,2,30671000,2025-09-25,1,366
2024-02-04,2024-02-11,4,29146000,2025-02-10,7,372
2025-07-29,2025-07-30,2,64546000,2026-07-30,1,366
2025-05-08,2025-05-17,5,21124000,2026-05-17,9,374
2025-07-15,2025-07-27,4,10784000,2025-10-07,12,84
2025-04-13,2025-04-18,3,16032000,2025-09-25,5,165
2025-10-22,2025-10-29,4,60797000,2026-10-29,7,372
2024-11-20,2024-11-23,6,223243000,2025-11-23,3,368
2024-10-30,2024-11-01,5,103979000,2025-11-01,2,367
2024-10-02,2024-10-03,4,44849000,2025-10-03,1,366
2025-11-14,2025-11-15,4,90148000,2026-11-15,1,366
2024-07-19,2024-07-24,6,46433000,2025-07-24,5,370
2025-03-20,2025-03-27,4,115181000,2026-03-27,7,372
2024-11-19,2024-11-28,4,89742000,2025-11-28,9,374
2024-02-04,2024-02-15,5,7233000,2024-05-16,11,102
2025-04-26,2025-05-01,8,29165000,2025-07-09,5,74
2025-12-28,2026-01-15,5,84581000,2027-01-15,18,383
2025-04-24,2025-04-29,7,94126000,2026-04-29,5,370
2024-03-05,2024-03-12,8,33834000,2025-01-01,7,302
2024-01-08,2024-01-09,4,8848000,2024-11-15,1,312
2024-10-27,2024-11-07,3,58002000,2025-11-07,11,376
2024-12-08,2024-12-19,3,14391000,2025-08-23,11,258
2025-03-06,2025-03-09,5,25195000,2025-12-03,3,272
2025-02-27,2025-03-10,2,151305000,2026-03-10,11,376
2024-11-27,2024-12-08,6,33997000,2025-12-08,11,376
2025-03-13,2025-03-23,7,27841000,2026-03-07,10,359
2025-08-10,2025-08-14,7,44268000,2026-08-14,4,369
2024-06-22,2024-06-25,2,101473000,2025-06-25,3,368
2025-07-12,2025-07-15,5,40165000,2026-07-15,3,368
2025-06-10,2025-06-11,6,158768000,2026-06-11,1,366
2025-10-20,2025-11-01,5,23466000,2026-11-01,12,377
2024-01-26,2024-01-28,3,21289000,2024-11-02,2,281
2025-08-27,2025-09-12,4,71511000,2026-09-12,16,381
2025-02-09,2025-02-16,4,28053000,2026-01-05,7,330
2024-08-19,2024-08-20,3,71958000,2025-08-20,1,366
2025-06-16,2025-06-18,7,306617000,2026-06-18,2,367
2025-07-03,2025-07-11,5,17775000,2026-06-25,8,357
2025-05-19,2025-06-03,7,63692000,2026-06-03,15,380
2025-10-30,2025-10-31,5,102648000,2026-10-31,1,366
2024-06-27,2024-07-10,2,28945000,2025-05-20,13,327
2024-05-11,2024-05-18,4,49531000,2025-05-18,7,372
2025-03-30,2025-04-01,4,7784000,2025-04-06,2,7
2024-12-13,2024-12-22,2,48919000,2025-12-22,9,374
2025-06-23,2025-06-27,6,22120000,2026-01-04,4,195
2025-02-09,2025-02-20,4,22336000,2025-07-20,11,161
2024-03-16,2024-03-17,6,41544000,2025-03-04,1,353
2025-08-01,2025-08-05,4,34241000,2026-08-05,4,369
2025-05-06,2025-05-12,2,18184000,2026-05-12,6,371
2024-07-12,2024-07-29,4,171262000,2025-07-29,17,382
2024-06-10,2024-06-12,1,55178000,2025-06-12,2,367
2024-12-12,2024-12-15,9,67178000,2025-12-15,3,368
2024-12-26,2024-12-29,2,31195000,2025-12-29,3,368
2025-08-06,2025-08-09,5,46687000,2026-08-09,3,368
2024-03-27,2024-03-28,6,9247000,2024-11-21,1,239
2024-09-18,2024-09-20,5,20413000,2025-05-08,2,232
2024-08-01,2024-08-04,4,161640000,2025-08-04,3,368
2025-10-26,2025-11-13,3,80582000,2026-11-13,18,383
2025-12-22,2025-12-26,7,33316000,2026-12-26,4,369
2025-07-26,2025-07-29,2,67047000,2026-07-29,3,368
2024-09-18,2024-09-20,0,12097000,2025-04-05,2,199
2025-12-30,2026-01-01,5,35470000,2027-01-01,2,367
2024-10-09,2024-10-24,4,49173000,2025-10-24,15,380
2025-10-09,2025-10-19,3,92162000,2026-10-19,10,375
2025-04-11,2025-04-17,3,25673000,2026-04-17,6,371
2025-01-14,2025-01-16,7,50706000,2026-01-16,2,367
2024-12-27,2024-12-28,6,40243000,2025-12-28,1,366
2025-03-24,2025-04-01,5,66198000,2026-04-01,8,373
2025-03-16,2025-03-20,4,59213000,2026-03-20,4,369
2024-04-02,2024-04-08,4,47406000,2025-04-08,6,371
2025-09-12,2025-09-13,6,64376000,2026-09-13,1,366
2025-02-27,2025-03-02,6,30288000,2025-09-22,3,207
2024-05-21,2024-05-22,3,32244000,2025-02-16,1,271
2024-10-17,2024-10-30,3,14006000,2025-06-03,13,229
2025-03-07,2025-03-09,3,86038000,2026-03-09,2,367
2025-11-19,2025-11-20,1,44069000,2026-11-20,1,366
2025-10-14,2025-10-17,6,20664000,2026-09-19,3,340
2025-12-01,2025-12-03,5,26065000,2026-09-05,2,278
2024-02-18,2024-02-24,6,183531000,2025-02-23,6,371
2024-10-28,2024-10-31,3,39815000,2025-10-23,3,360
2024-07-08,2024-07-16,4,68672000,2025-07-16,8,373
2024-05-15,2024-05-21,6,32533000,2025-05-21,6,371
2025-07-08,2025-07-21,8,19560000,2026-05-14,13,310
2025-02-07,2025-02-14,5,50635000,2026-02-14,7,372
2025-08-24,2025-08-30,1,118283000,2026-08-30,6,371
2024-12-06,2024-12-14,4,159551000,2025-12-14,8,373
2025-12-04,2025-12-06,5,145699000,2026-12-06,2,367
2024-11-13,2024-11-19,5,82713000,2025-11-19,6,371
2025-09-09,2025-09-10,4,77031000,2026-09-10,1,366
2024-12-28,2025-01-02,5,23634000,2025-10-09,5,285
2025-01-16,2025-01-30,10,52193000,2026-01-30,14,379
2024-08-20,2024-08-25,3,109243000,2025-08-25,5,370
2024-12-09,2024-12-17,4,154711000,2025-12-17,8,373
2025-07-02,2025-07-03,10,46447000,2026-07-03,1,366
2025-07-06,2025-07-11,2,35217000,2026-07-11,5,370
2025-06-12,2025-06-19,3,23501000,2026-03-23,7,284
2025-07-24,2025-07-27,3,48991000,2026-07-27,3,368
2024-07-01,2024-07-06,6,125622000,2025-07-06,5,370
2024-02-10,2024-02-20,3,33186000,2025-02-19,10,375
2025-07-04,2025-07-09,5,83718000,2026-07-09,5,370
2025-01-31,2025-02-03,11,124670000,2026-02-03,3,368
2025-12-04,2025-12-06,6,35649000,2026-12-06,2,367
2025-05-08,2025-05-12,1,42695000,2026-05-12,4,369
2025-10-20,2025-10-22,7,135852000,2026-10-22,2,367
2024-11-28,2024-12-02,3,66011000,2025-12-02,4,369
2024-05-06,2024-05-13,3,180677000,2025-05-13,7,372
2025-07-11,2025-07-14,4,51441000,2026-07-14,3,368
2025-07-10,2025-07-17,5,125503000,2026-07-17,7,372
2024-01-01,2024-01-02,5,19727000,2024-07-25,1,206
2024-06-16,2024-06-19,6,92182000,2025-06-19,3,368
2025-09-11,2025-09-18,7,36235000,2026-09-18,7,372
2024-01-19,2024-01-21,4,17729000,2024-11-23,2,309
2024-11-27,2024-11-28,8,34050000,2025-11-28,1,366
2025-08-06,2025-08-25,8,44070000,2026-08-25,19,384
2025-03-31,2025-04-02,8,78429000,2026-04-02,2,367
2024-04-18,2024-04-22,1,45471000,2025-04-22,4,369
2024-09-24,2024-09-25,6,10864000,2025-06-14,1,263
2025-03-20,2025-03-27,7,38107000,2026-03-22,7,367
2024-08-27,2024-09-02,0,49349000,2025-09-02,6,371
2024-10-27,2024-10-31,8,82797000,2025-10-31,4,369
2025-08-24,2025-08-31,4,103873000,2026-08-31,7,372
2024-04-12,2024-04-26,6,27863000,2024-11-18,14,220
2024-09-06,2024-09-12,4,27428000,2025-09-12,6,371
2025-03-28,2025-04-01,7,25945000,2026-01-24,4,302
2025-06-03,2025-06-04,11,22542000,2025-08-16,1,74
2024-06-01,2024-06-02,8,13402000,2024-10-01,1,122
2024-06-22,2024-06-23,10,72200000,2025-06-23,1,366
2024-12-08,2024-12-16,4,400137000,2025-12-16,8,373
2025-10-31,2025-11-10,4,98223000,2026-11-10,10,375
2025-03-06,2025-03-07,5,106937000,2026-03-07,1,366
2025-12-27,2025-12-31,7,70941000,2026-12-31,4,369
2025-11-19,2025-11-23,3,16682000,2026-08-08,4,262
2025-11-17,2025-11-22,6,38286000,2026-11-22,5,370
2025-10-19,2025-10-25,5,85643000,2026-10-25,6,371
2024-11-19,2024-11-23,5,17658000,2025-03-17,4,118
2025-11-03,2025-11-07,4,33330000,2026-11-07,4,369
2025-09-30,2025-10-05,3,17198000,2026-07-20,5,293
2025-02-23,2025-03-05,5,32933000,2026-03-05,10,375
2025-08-16,2025-08-20,7,239976000,2026-08-20,4,369
2025-04-29,2025-05-05,3,179542000,2026-05-05,6,371
2025-10-20,2025-10-23,3,55822000,2026-10-23,3,368
2025-02-15,2025-02-19,5,171204000,2026-02-19,4,369
2024-03-24,2024-03-30,2,83829000,2025-03-30,6,371
2024-04-22,2024-04-28,5,40060000,2025-04-28,6,371
2024-11-27,2024-12-05,4,18271000,2025-12-05,8,373
2025-01-12,2025-01-18,2,37054000,2026-01-18,6,371
2025-10-16,2025-10-18,3,38925000,2026-10-18,2,367
2024-02-10,2024-02-11,6,35828000,2025-02-10,1,366
2024-04-14,2024-04-25,8,44783000,2025-04-25,11,376
2024-07-20,2024-07-23,9,21328000,2024-12-02,3,135
2025-03-25,2025-03-26,5,17411000,2026-03-26,1,366
2024-09-22,2024-09-28,5,16566000,2025-03-23,6,182
2024-07-28,2024-08-04,3,70003000,2025-08-04,7,372
2025-07-16,2025-07-23,6,22802000,2025-12-26,7,163
2024-04-27,2024-04-28,4,58038000,2025-04-28,1,366
2025-12-13,2025-12-16,4,50906000,2026-12-16,3,368
2025-01-11,2025-01-20,5,64619000,2026-01-20,9,374
2025-07-04,2025-07-09,2,37238000,2026-07-09,5,370
2025-06-23,2025-07-02,6,20429000,2025-08-04,9,42
2024-03-24,2024-03-25,3,195930000,2025-03-25,1,366
2025-03-29,2025-03-30,7,27972000,2026-03-30,1,366
2025-10-28,2025-11-12,2,230347000,2026-11-12,15,380
2025-09-20,2025-09-28,8,16798000,2026-07-11,8,294
2025-05-28,2025-05-29,7,21782000,2026-05-12,1,349
2025-08-27,2025-08-29,4,11660000,2026-06-27,2,304
2025-11-08,2025-11-10,2,52390000,2026-11-10,2,367
2025-01-21,2025-01-28,2,82531000,2026-01-28,7,372
2024-12-15,2024-12-16,10,15066000,2025-03-21,1,96
2024-10-22,2024-10-23,5,50199000,2025-10-23,1,366
2024-09-14,2024-09-16,5,35268000,2025-09-16,2,367
2024-03-21,2024-03-31,3,9292000,2024-10-13,10,206
2024-09-24,2024-10-03,5,45136000,2025-10-03,9,374
2025-02-22,2025-02-27,5,102366000,2026-02-27,5,370
2024-08-22,2024-08-25,4,158309000,2025-08-25,3,368
2024-11-06,2024-11-14,7,12906000,2025-05-12,8,187
2024-12-22,2024-12-30,2,111055000,2025-12-30,8,373
2024-07-31,2024-08-10,7,93042000,2025-08-10,10,375
2025-07-27,2025-08-02,6,36439000,2026-08-02,6,371
2024-02-18,2024-02-22,1,12372000,2024-08-24,4,188
2024-05-06,2024-05-10,7,63943000,2025-05-10,4,369
2024-08-10,2024-08-18,4,12600000,2024-10-04,8,55
2024-10-05,2024-10-08,4,63054000,2025-10-08,3,368
2025-02-11,2025-02-15,1,30614000,2026-02-15,4,369
2025-05-19,2025-05-21,5,24831000,2026-05-21,2,367
2024-10-20,2024-10-22,5,61486000,2025-10-22,2,367
2024-10-03,2024-10-07,5,309861000,2025-10-07,4,369
2025-03-13,2025-03-15,7,157461000,2026-03-15,2,367
2024-04-16,2024-04-17,3,48690000,2025-04-17,1,366
2025-10-19,2025-10-20,7,62010000,2026-10-20,1,366
2025-02-23,2025-03-09,1,44937000,2026-03-09,14,379
2025-09-02,2025-09-07,4,38856000,2026-09-07,5,370
2025-03-04,2025-03-15,6,177667000,2026-03-15,11,376
2025-01-09,2025-01-28,3,61531000,2026-01-28,19,384
2024-03-13,2024-03-14,3,74644000,2025-03-14,1,366
2025-09-25,2025-10-18,3,67936000,2026-10-18,23,388
2024-01-30,2024-02-04,3,46732000,2025-02-03,5,370
2024-07-06,2024-07-08,6,21267000,2025-07-08,2,367
2024-12-29,2024-12-30,3,24561000,2025-09-27,1,272
2025-03-26,2025-04-05,5,63072000,2026-04-05,10,375
2024-07-13,2024-07-18,8,79194000,2025-07-18,5,370
2024-06-04,2024-06-13,4,18766000,2025-01-21,9,231
2024-06-20,2024-06-23,5,28195000,2024-08-20,3,61
2024-02-10,2024-02-14,2,31698000,2025-02-09,4,365
2024-03-03,2024-03-04,3,23095000,2025-03-04,1,366
2024-01-23,2024-01-25,7,9457000,2024-09-02,2,223
2024-12-25,2025-01-04,8,17128000,2025-07-15,10,202
2024-03-15,2024-03-16,5,47390000,2025-03-16,1,366
2025-07-13,2025-07-21,5,77015000,2026-07-21,8,373
2025-11-02,2025-11-10,4,28287000,2026-07-27,8,267
2024-04-27,2024-05-01,5,70460000,2025-05-01,4,369
2025-09-03,2025-09-13,2,52854000,2026-09-13,10,375
2025-01-14,2025-01-20,8,85555000,2026-01-20,6,371
2025-11-09,2025-11-11,5,183300000,2026-11-11,2,367
2024-10-16,2024-10-19,1,24261000,2025-05-15,3,211
2025-03-15,2025-03-20,5,33361000,2026-03-20,5,370
2025-10-29,2025-11-02,6,18324000,2026-06-02,4,216
2024-01-07,2024-01-16,5,164197000,2025-01-15,9,374
2024-07-14,2024-07-16,6,34576000,2025-07-16,2,367
2025-02-24,2025-02-25,10,59267000,2026-02-25,1,366
2025-07-21,2025-07-22,4,82279000,2026-07-22,1,366
2024-07-11,2024-07-12,7,153978000,2025-07-12,1,366
2025-07-12,2025-07-21,4,14915000,2026-07-01,9,354
2024-05-27,2024-06-08,6,103951000,2025-06-08,12,377
2025-10-30,2025-11-11,1,10304000,2026-06-27,12,240
2024-07-20,2024-07-24,5,19671000,2025-04-05,4,259
2025-03-19,2025-03-26,3,41072000,2026-02-20,7,338
2025-02-22,2025-03-02,7,48263000,2026-03-02,8,373
2025-03-02,2025-03-13,7,165672000,2026-03-13,11,376
2025-04-23,2025-04-30,4,50919000,2026-04-30,7,372
2025-04-19,2025-04-28,5,47569000,2026-04-28,9,374
2024-05-05,2024-05-17,7,57060000,2025-05-17,12,377
2025-01-29,2025-02-07,5,122015000,2026-02-07,9,374
2025-07-29,2025-07-30,1,27605000,2026-03-15,1,229
2024-11-20,2024-11-26,6,13186000,2025-08-10,6,263
2025-01-26,2025-02-01,8,52890000,2026-02-01,6,371
2025-11-18,2025-11-23,6,52466000,2026-11-23,5,370
2025-09-19,2025-09-28,3,42443000,2026-09-28,9,374
2025-03-15,2025-03-22,7,182172000,2026-03-22,7,372
2024-07-22,2024-08-02,7,96470000,2025-08-02,11,376
2025-04-30,2025-05-04,2,10699000,2025-08-23,4,115
2024-01-31,2024-02-14,5,32805000,2025-02-13,14,379
2025-01-22,2025-01-23,7,72976000,2026-01-23,1,366
2025-09-16,2025-09-20,5,68608000,2026-09-20,4,369
2025-03-09,2025-03-13,6,118641000,2026-03-13,4,369
2025-01-10,2025-01-17,2,164139000,2026-01-17,7,372
2024-12-09,2024-12-11,8,67631000,2025-12-11,2,367
2025-03-18,2025-03-19,6,79894000,2026-03-19,1,366
2025-08-01,2025-08-07,5,16277000,2026-01-12,6,164
2024-03-15,2024-03-17,7,28410000,2025-01-02,2,293
2025-07-10,2025-07-15,7,31510000,2026-07-15,5,370
2025-10-27,2025-10-29,5,15747000,2026-04-05,2,160
2024-06-03,2024-06-05,7,89960000,2025-06-05,2,367
2025-03-05,2025-03-08,6,54129000,2026-03-08,3,368
2024-12-28,2025-01-06,8,212580000,2026-01-06,9,374
2025-03-23,2025-03-24,8,82749000,2026-03-24,1,366
2024-08-21,2024-08-22,9,63617000,2025-08-22,1,366
2025-07-16,2025-07-25,7,170934000,2026-07-25,9,374
2024-09-18,2024-09-20,0,27533000,2025-09-20,2,367
2024-05-04,2024-05-10,5,11448000,2024-06-06,6,33
2024-09-01,2024-09-10,8,103955000,2025-09-10,9,374
2025-06-25,2025-06-29,1,68344000,2026-06-29,4,369
2025-04-29,2025-05-05,4,44040000,2026-05-05,6,371
2024-05-01,2024-05-11,4,33392000,2025-05-08,10,372
2024-05-04,2024-05-07,1,27415000,2025-05-07,3,368
2025-07-02,2025-07-10,5,48698000,2026-07-10,8,373
2024-06-18,2024-06-25,3,57985000,2025-06-25,7,372
2024-05-03,2024-05-12,5,85783000,2025-05-12,9,374
2024-02-04,2024-02-19,2,15560000,2024-12-27,15,327
2024-03-27,2024-04-09,4,119081000,2025-04-09,13,378
2025-10-07,2025-10-09,11,41837000,2026-10-09,2,367
2025-12-08,2025-12-17,8,51575000,2026-12-17,9,374
2024-07-19,2024-07-24,3,27076000,2025-07-24,5,370
2025-01-03,2025-01-05,5,71054000,2026-01-05,2,367
2024-03-17,2024-03-19,7,213307000,2025-03-19,2,367
2024-02-28,2024-02-29,5,92172000,2025-02-28,1,366
